SKILL_20150317_000001	攻擊
SKILL_20150717_004755	Range 攻擊 rate 增加 by 3 while [舉矛] is activated, 迴避 decrease rate is doubled.
SKILL_20150717_004756	Decreases the cooldown time of [長驅直入] by 10 seconds.
SKILL_20150717_004757	{memo X}$增加 the 物理 傷害 increase effect of [戰吼] by 1 per attribute 等級. (This attribute only applies after the enemy's 防禦 is decreased.)
SKILL_20150717_004758	戰吼: Add Target
SKILL_20150717_004759	[山擊] will afflict the target with [緩速] for 10 seconds and the duration of [緩速] will increase by 3/2/1 seconds based on attribute 等級 to small/medium/large sized monsters, respectively.
SKILL_20150717_004760	{memo X}Spreads [Flame] equal to amount of attribute 等級 when killing enemy under [Flame] with [圓盾碎擊].
SKILL_20150717_004761	There is 1% 機率 per attribute 等級 for enemies pushed away with [衝鋒] to fall under [Stun] for 2 seconds.
SKILL_20150717_004762	Endow Earth Property to the 攻擊s of the skill [大地波動]
SKILL_20150717_004763	Applies [緩速] with a 4 seconds duration after [捕捉] ends. 增加 the duration of [緩速] from Lv. 2 by 0.4 seconds per attribute 等級.
SKILL_20150717_004764	An enemy hit with [Keelhauling] will be affected by the [Bleeding] status. 增加 the duration of [Bleeding] by 1 second per attribute 等級, the bleeding 傷害 is based on your STR.
SKILL_20150717_004765	方陣: 緩速
SKILL_20150717_004766	Inflicts the 緩速 status effect when an enemy's 攻擊 is blocked while in the [方陣] formation. 增加 the duration of 緩速 by 4 seconds per attribute 等級.
SKILL_20150717_004767	Adds the reflect 傷害 of [反射盾] by 1 per attribute 等級, but decreases the 傷害 received accordingly.
SKILL_20150717_004768	增加 the 物理 and 魔法 攻擊 debuff effect of [倦怠] by 1 per attribute 等級.
SKILL_20150717_004769	{memo X}攻擊 monster in [催眠] state with [Enegry Bolt] to give additional 傷害 of 50% of 魔法 攻擊.
SKILL_20150717_004770	Enemies hit by [火球術] will receive flame 傷害 for 5 seconds with a 10% 機率 per attribute 等級. The flame 傷害 is based on the character's INT.
SKILL_20150717_004771	增加 the 火屬性 傷害 for 5 seconds by 5 per attribute 等級, when an ally steps on [火牆].
SKILL_20150717_004772	{memo X}When an enemy is near [火焰附魔] range, the enemy's 火 resistance will decrease by 10% for 5 secs.
SKILL_20150717_004773	Enemies hit by [磁力] can become stunned for 4 seconds by 5% 機率 per attribute 等級.
SKILL_20150717_004774	Enemies hit by [絞首之結] will receive additional 傷害 equal to 20% 魔法 攻擊 per attribute 等級.
SKILL_20150717_004775	絞首之結: Splash 防禦
SKILL_20150717_004776	Decreases the AoE 防禦 Ratio of the enemies gathered through [絞首之結] by 1.
SKILL_20150717_004777	{memo X}攻擊 increase effect of [左臂強化] Increase by 1 per Attribute 等級.
SKILL_20150717_004778	{memo X}防禦 and 攻擊 increase effect of [右臂強化] 增加 by 1 per attribute 等級.
SKILL_20150717_004779	{memo X}Intelligence increase effect of [大腦強化] 增加 by 1 per attribute 等級.
SKILL_20150717_004780	Enemies affected by [膨脹] will have their movement speed decreased by 25% and 物理 and 魔法al 攻擊 increased by 20% per attribute 等級.
SKILL_20150717_004781	Enemies affected by [縮小] will have their movement speed increased by 20% and 物理 and 魔法al 攻擊 decreased by 25% per attribute 等級.
SKILL_20150717_004782	Enemies affected by [膨脹] will take 20% more 魔法al 攻擊 傷害 per attribute 等級.
SKILL_20150717_004783	Enemies affected by [縮小] will take 20% more 魔法al 攻擊 傷害 per attribute 等級.
SKILL_20150717_004784	When you 攻擊 an enemy affected by [膨脹] while [Left Arm 強化ment] is active, it will continously apply the [attacked Weakened] status effect. 增加 the duration by 8 seconds per attribute 等級 and [attacked Weakened] can stack up to 10 times.
SKILL_20150717_004785	When enemies are hit by [冰雹術], inflict [Freezing] for 5 seconds by 5% 機率 per attribute 等級.
SKILL_20150717_004786	增加 迴避 while charging [隕石術] by 10 per attribute 等級.
SKILL_20150717_004787	Using 火屬性 攻擊s to finsih enemies will cause explosion and splash 傷害 by 80% with the probability of 30%.
SKILL_20150717_004788	Using 冰 Property 攻擊s to finsih enemies will 緩速 down nearby enemies with the probability of 50% for 6 seconds.
SKILL_20150717_004789	Deals 傷害 to nearby enemies by 1% 機率 per attribute 等級 when the summoned familiar of [召喚使魔] explodes itself.
SKILL_20150717_004790	Decreases the cooldown of [指定攻擊] by 2 seconds.
SKILL_20150717_004791	Decreases the cooldown of [待命] by 2 seconds.
SKILL_20150717_004792	緩速: Critical Resistance
SKILL_20150717_004793	時間倒轉: Confusion
SKILL_20150717_004794	增加 the duration of [Confusion] from Lv. 2 by 2 seconds per attribute 等級, after using [時間倒轉], the enemies that will be pulled by aggro will be affected by [Confusion] for 6 seconds.
SKILL_20150717_004795	屍塊炮擊: Decay
SKILL_20150717_004796	Enemies hit by [屍塊炮擊] have a 機率 to be afflicted with Decay for 15 seconds. 增加 the 機率 by 10% per attribute 等級.
SKILL_20150717_004797	屍環: Demoralize
SKILL_20150717_004798	Attak of enemies nearby the hoop after using [屍環] decrease for 4 seconds. [Weakened ATK] can be overlapped max 10 times.
SKILL_20150717_004799	Enemies near the Shoggoth will be afflicted with Decay for 15 seconds. This ability will last for 1 minute per attribute 等級 after Shoggoth is summoned.
SKILL_20150717_004800	增加 the range of [掘墓] by 10 per attribute 等級.
SKILL_20150717_004801	Decreases the cooldown of [挖掘] by 10 seconds.
SKILL_20150717_004802	增加 the 物理 攻擊 and 魔法 攻擊 for 30 minutes of allies that have participated in a [道具覺醒] dungeon. The 攻擊 增加 by 20% per attribute 等級.
SKILL_20150717_004803	滿弦: Knockback Increase
SKILL_20150717_004804	{memo X}$When equipped with a [Two-handed Bow], adds 20% additional 物理 攻擊 傷害 against airborne monsters.
SKILL_20150717_004805	While [迅步] is active, enemies that are hit by [斜射] will be affected by [緩速] for 7 seconds with a 機率 of 5% per attribute 等級. 
SKILL_20150717_004806	Decreases the 物理 防禦 of enemies who are threaded with [滿弦] by 10% per attribute 等級.
SKILL_20150717_004807	{memo X}Tumbleweed of [掃蕩陷阱] will be reduced by 0.5 secs per Attribute 等級 and the number of rotations will decrease by 0.5 per Attribute 等級.
SKILL_20150717_004808	增加 the AoE 攻擊 Ratio of [雙刃刀陷阱] by 1 per attribute 等級.
SKILL_20150717_004809	When an enemy launched by [尖竹釘陷阱] hits the ground, it and nearby enemies will receive 50% 物理 ATK as 傷害.
SKILL_20150717_004810	Decreases the enemy's 防禦 that are attacked with [咬回] by 10 per attribute 等級.
SKILL_20150717_004811	{memo X}$Provides immunity to [毒] for 2 seconds per attribute 等級 to a character whose [毒] has been 淨化d due to [解毒].
SKILL_20150717_004812	Even if an object gets out of the range of [投擲蠱罐], [毒] will continue for 2 seconds per attribute 等級.
SKILL_20150717_004813	Enemies within the range of [掃瞄] will be afflicted with [Confusion] by certain 機率 for 5 seconds. 增加 the 機率 by 10% per attribute 等級.
SKILL_20150717_004814	Enemies within rage of [Tear Gas] receives 傷害 every 2 seconds. 傷害 增加 per attribute 等級.
SKILL_20150717_004815	The enemy become afflicted with [Massive Bleeding] for 10 seconds when attacked with [Backstab] while affected by bleeding. 增加 the duration by 1 second per attribute 等級. Massive Bleed 傷害 is based on your STR and 物理 攻擊.
SKILL_20150717_004816	增加 the range of [Tear Gas] to 75.
SKILL_20150717_004817	Decreases the enemy's 物理 防禦 by 1% per attribute 等級 when you 攻擊 with [錐箭].
SKILL_20150717_004818	[交叉火力] gets a 10% 機率 per 等級 of inflicting [Burn] on targets. Burn 傷害 scales with character's 物理 傷害.
SKILL_20150717_004819	Enemies hit by [魔法箭] will be afflicted with [Silence] by a certain 機率. 增加 the 機率 by 10% per attribute 等級.
SKILL_20150717_004820	You can create the arrows for Fletcher. Crafting arrow is available while in rest mode.
SKILL_20150717_004821	{memo X}防禦 decrease effect of [破防領域] 增加 by 1 per attribute 等級.
SKILL_20150717_004822	增加 the 機率 of stun by 2% per attribute 等級 when using a basic 攻擊 on enemies with a [Blunt] weapon type.
SKILL_20150717_004823	Using basic sword 攻擊s on enemies with [破防領域] will affect the [Weakened 防禦] status effect. Can stack [Weakened 防禦] up to 10 times. 
SKILL_20150717_004824	增加 the range applied by [安全領域] to 15.
SKILL_20150717_004825	{memo X}HP recovery of [祭壇] 增加 by 1 per attribute 等級.
SKILL_20150717_004826	增加 and decreases the character's 火屬性 Resistance by 5 and 闇屬性 Resistance by 3 per attribute 等級 respectively.
SKILL_20150717_004827	[閃電] is affected by splash and inflicts 傷害 on multiple target at once. (total count does not increase.)
SKILL_20150717_004828	{memo X}$增加 the range of [祈禱] to 50. 
SKILL_20150717_004829	聖禮: 闇屬性 Resistance
SKILL_20150717_004830	增加 your 闇屬性 resistance by 5 per attribute 等級 while [聖禮] is active.
SKILL_20150717_004831	增加 the duration of [重生] by 7 seconds per attribute 等級. 
SKILL_20150717_004832	Enemies hit by [釘草人] can be affected by [黑暗] with a 5% 機率 for 5 seconds per attribute 等級.
SKILL_20150717_004833	增加 the range of [Samediveve] to 110.
SKILL_20150717_004834	增加 the range of [力量旗幟] to 110. 
SKILL_20150717_004835	Decreases the cooldown time of [雕刻女神像瓦卡麗涅] to 10 seconds. 
SKILL_20150717_004836	靈魂出竅: 迴避
SKILL_20150717_004837	增加 the body's 迴避 by 10% per attribute 等級 while [靈魂出竅] is active. 
SKILL_20150717_004838	{memo X}$Decreases the enemy's 物理 防禦 by 30% with a 機率 of 10% per attribute 等級 when using a basic 攻擊 in the state of 靈魂出竅.
SKILL_20150717_004839	{memo X}$Decreases the SP cost of [瓦希塔神功] by 10. 
SKILL_20150717_004840	Enemies within the range of [瓦希塔神功] have a 機率 to be afflicted with Confusion. 增加 the 機率 by 10% per attribute 等級.
SKILL_20150717_004841	{memo X}HP recovery effect of [恢復] 增加 per attribute 等級
SKILL_20150717_004842	The instant death 機率 of [轉生術] is proportional to your SPR.
SKILL_20150717_004843	{memo X}傷害 that will be reflected off from [鐵布衫] will be added 20% of 物理 ATK per Attribute 等級.
SKILL_20150717_004844	Enemies hit by [鐵砂掌] will be affected by [Bleeding] for 8 seconds. 增加 the duration of [Bleeding] by 1 second per attribute 等級. Bleeding 傷害 is proportional to your 物理 攻擊.
SKILL_20150717_004845	Craft a dispeller to prevent from getting harmful effects. Craft Dispeller is only possible in Rest Mode.
SKILL_20150717_004846	When you endow the effect that is registered at [魔法商店] to your ally, the duration will be increased. 增加 the duration by 3 minutes per attribute 等級.
SKILL_20150717_004847	Nearby enemies receive Holy 傷害 equal to the attribute 等級 when using [秘法能量]
SKILL_20150717_004848	增加 the duration of [預知] by 1 second per attribute 等級.
SKILL_20150717_004849	A monster that is 變換讀入ed by [轉換] will have the Item Jackpot Effect with a 0.05% 機率 per attribute 等級.
SKILL_20150717_004850	Temporarily enlarge your party member's offhand, increasing 攻擊 if it is equipped with a shield or dagger.
SKILL_20150717_004851	Shield, 物理/魔法 防禦: +#{CaptionRatio}#{nl}Dagger, 物理/魔法 攻擊: +#{CaptionRatio2}#{nl}No effect when equipping other secondary weapons.{nl}Duration: #{CaptionTime}# seconds
SKILL_20150717_004852	{memo X}Attribute 攻擊 #{CaptionRatio}#%{nl}Throw#{CaptionRatio2}#{nl}Caldrop duration #{CaptionTime}#seconds{nl}{#339999}{ol}[緩速]{/}{/} duration 10 seconds
SKILL_20150724_004853	Lv1 藥劑製作 需求
SKILL_20150724_004854	Lv3 跪射 需求
SKILL_20150724_004855	Lv3 戰吼 需求
SKILL_20150724_004856	Lv2 製造殭屍 需求
SKILL_20150724_004857	Lv3 製造殭屍 需求
SKILL_20150724_004858	Lv3 Mackangdel 需求
SKILL_20150724_004859	Cataphract C2 需求
SKILL_20150724_004860	Cataphract C3 需求
SKILL_20150724_004861	Chronomancer C2 需求
SKILL_20150724_004862	Lv3 破防領域 需求
SKILL_20150724_004863	{memo X}$Pyromancer C1 需求
SKILL_20150724_004864	{memo X}$Cryomancer C1 需求
SKILL_20150724_004865	Lv3 懸停 需求
SKILL_20150724_004866	Lv3 冰牆 需求
SKILL_20150724_004867	Lv3 蓄力一擊 需求
SKILL_20150724_004868	Lv3 十字守護 需求
SKILL_20150724_004869	Highlander C2 需求
SKILL_20150724_004870	Highlander C3 需求
SKILL_20150724_004871	Lv3 舉矛 需求
SKILL_20150724_004872	Hunter C2 需求
SKILL_20150724_004873	Lv3 祭壇 需求
SKILL_20150724_004874	Lv3 絞首之結 需求
SKILL_20150724_004875	Linker C2 需求
SKILL_20150724_004876	Linker C3 需求
SKILL_20150724_004877	Lv3 恢復 需求
SKILL_20150724_004878	Lv2 轉生術 需求
SKILL_20150724_004879	Lv6 赦罪符 需求
SKILL_20150724_004880	Pardoner C2 需求
SKILL_20150724_004881	Lv3 高級守護 需求
SKILL_20150724_004882	Lv6 盾心打擊 需求
SKILL_20150724_004883	Lv6 盾緣敲擊 需求
SKILL_20150724_004884	Priest C2 & Lv2 復活術 需求
SKILL_20150724_004885	Psychokino C2 需求
SKILL_20150724_004886	Psychokino C3 需求
SKILL_20150724_004887	Lv3 Tear Gas 需求
SKILL_20150724_004888	Lv3 瓦希塔神功 需求
SKILL_20150724_004889	Lv3 Summon Spiritual Demon 需求
SKILL_20150724_004890	Sorcerer C2 需求
SKILL_20150724_004891	Lv3 Weapon Touchup 需求
SKILL_20150724_004892	Lv3 Armor Touchup 需求
SKILL_20150724_004893	Squire C2 需求
SKILL_20150724_004894	Lv3 右臂強化 需求
SKILL_20150724_004895	Lv2 縮小 需求
SKILL_20150724_004896	Lv2 膨脹 需求
SKILL_20150724_004897	Lv3 大腦強化 需求
SKILL_20150724_004898	Lv3 狂擊 需求
SKILL_20150724_004899	Lv3 奮起 需求
SKILL_20150724_004900	Lv3 倦怠 需求
SKILL_20150724_004901	Lv3 反射盾 需求
SKILL_20150724_004902	{memo X}$Wizard C2 需求
SKILL_20150724_004903	Wizard C3 需求
SKILL_20150729_004904	[Cafrisun] 物理/打擊/No Property
SKILL_20150729_004905	Increase HP, SP 恢復
SKILL_20150729_004906	Restore HP +100{nl}Restore SP +100{nl}Duration -5 sec
SKILL_20150729_004907	Increase Stats
SKILL_20150729_004908	Increase All Stats
SKILL_20150729_004909	Increase All Stats by 10%
SKILL_20150729_004910	Decrease Cooldown Time
SKILL_20150729_004911	Decreases Skill Cooldown Time
SKILL_20150729_004912	Decreases Skill Cooldown Time by 10%
SKILL_20150729_004913	Increase 物理 攻擊, 魔法 攻擊
SKILL_20150729_004914	物理 攻擊 +10%{nl}魔法 攻擊 +10%
SKILL_20150729_004915	Increase 物理 防禦, 魔法 防禦
SKILL_20150729_004916	物理 防禦 +10%{nl}魔法 防禦 +10%
SKILL_20150729_004917	Open a shop to 維修 your weapon and temporarily increase its quality.
SKILL_20150729_004918	Open a shop to 維修 your weapon and temporarily increase its quality. Can 維修 Tops, Pants and Shields.
SKILL_20150729_004919	Set up a basecamp for party members. Party members can use the basecamp as storage or for 瞬間移動. Duration of buffs used around the camp will increase.
SKILL_20150729_004920	攻擊 #{SkillAtkAdd}#{nl}Attribute 傷害 #{CaptionRatio2}#%{nl}#{CaptionRatio}#Continuous hits
SKILL_20150729_004921	Able to assemble #{CaptionRatio}# members
SKILL_20150729_004922	Additional Block: +#{CaptionRatio}#{nl}Consumes 1% SP every 2 seconds
SKILL_20150729_004923	轉換 to Tersio Formation. 防禦 is 集中d on the three frontline players and provokes enemy.
SKILL_20150729_004924	Additional 防禦: +#{CaptionRatio}#{nl}Consumes 1% SP every 2 seconds
SKILL_20150729_004925	Conveys #{CaptionRatio2}#% 攻擊 to members{nl}#{CaptionRatio}# continuous hits upon 攻擊{nl}Consumes 1% SP every 2 seconds
SKILL_20150729_004926	Consumes 1% SP every 2 seconds{nl}Maximum 等級: 1
SKILL_20150729_004927	Rearrange in line with leader's direction. {nl}Master Lv 1
SKILL_20150729_004928	攻擊 per stack: +#{CaptionRatio}#%{nl}防禦 per stack: -#{CaptionRatio}#%{nl}Maximum Stacks: #{CaptionRatio2}#{nl}Duration: #{CaptionTime}# seconds
SKILL_20150729_004929	攻擊: #{SkillAtkAdd}#{nl}Attribute 傷害: #{CaptionRatio2}#%{nl}Consumes #{CaptionRatio}#% SP every 0.5 second
SKILL_20150729_004930	50% 機率 to inflict {#339999}{ol}[Freeze]{/}{/} on enemies{nl}{#339999}{ol}[Freeze]{/}{/} Duration: #{CaptionRatio}# seconds
SKILL_20150729_004931	Targets: #{CaptionRatio}#{nl}Consumes 3% SP per second {nl}Maximum Duration: 5 seconds
SKILL_20150729_004932	Use the higher ability beween you and ally linked by 精神鎖鏈.
SKILL_20150729_004933	Shrink size of target.
SKILL_20150729_004934	Enlarge size of target. Target's HP, EXP, drop rate is doubled
SKILL_20150729_004935	攻擊: #{SkillAtkAdd}#{nl}Attribute 傷害: #{CaptionRatio}#%{nl}Duration: 10 seconds
SKILL_20150729_004936	Duration: #{CaptionTime}# seconds{nl}機率 of doubling the duration: #{CaptionRatio}#%{nl}Movement Speed: -10%{nl}{#DD5500}{ol}雷{/}{/}Property Additional 傷害: +35%{nl}{#DD5500}{ol}Flame{/}{/}Property Target 攻擊: #{SkillAtkAdd}#
SKILL_20150729_004937	Salamion Duration: #{CaptionTime}# seconds{nl}Salamion 等級: #{CaptionRatio2}#{nl}Salamion Additional 傷害: +#{CaptionRatio}#
SKILL_20150729_004938	By manipulating time, you can let a monster appear at the same location where it was defeated.
SKILL_20150729_004939	Movement Speed: +#{CaptionRatio}#%{nl}Duration: #{CaptionTime}# seconds
SKILL_20150729_004940	時間倒轉 Range: #{CaptionRatio}#{nl}Unable to use 時間倒轉 nearby for 10 seconds{nl}Consumes 1 Dimensional Piece
SKILL_20150729_004941	屍塊炮擊
SKILL_20150729_004942	屍環
SKILL_20150729_004943	挖掘 up the ground to collect materials 需求 for alchemy.
SKILL_20150729_004944	Recieve different materials depending on the terrain.
SKILL_20150729_004945	Each weapon has different dungeon{nl}and potential effects{nl}Slots available #{CaptionRatio}#
SKILL_20150729_004946	增加 skill 傷害 while decreasing 攻擊 speed.
SKILL_20150729_004947	{#DD5500}{ol}[物理] - [刺擊]{/}{/}{nl}Throw caltrops on the ground that inflict 傷害 to enemies that step on them.
SKILL_20150729_004948	{memo X}Attribute ATK #{CaptionRatio}#%{nl}Throw #{CaptionRatio2}#{nl}Caldrop duration #{CaptionTime}#sec
SKILL_20150729_004949	{#DD5500}{ol}[物理] - [刺擊]{/}{/}{nl}Lay a defensive trap that 傷害 any enemies that walk into it.
SKILL_20150729_004950	攻擊: #{SkillAtkAdd}#{nl}Attribute 傷害: #{CaptionRatio}#%{nl}Applies 3 consecutive 攻擊s
SKILL_20150729_004951	攻擊: 300% + #{SkillAtkAdd}#{nl}Attribute 傷害: #{CaptionRatio}#%{nl}AoE 攻擊 Ratio: #{CaptionRatio}#{nl}Consumes 1 雙刃刀陷阱
SKILL_20150729_004952	攻擊: #{SkillAtkAdd}#{nl}Attribute 傷害: #{CaptionRatio}#%{nl}Casting Time: 3 seconds{nl}Duration: #{CaptionRatio2}# seconds{nl}Consumes 1 Pine Wood
SKILL_20150729_004953	{memo X}ATK #{SkillAtkAdd}#{nl}Attribute ATK #{CaptionRatio}#%{nl}防禦 Trap duration 15sec{nl}Use 3 Ash wood
SKILL_20150729_004954	{memo X}$Temporarily 增加 the movement speed of your Companion.
SKILL_20150729_004955	Attribute 傷害: #{CaptionRatio}#%{nl}Duration: #{CaptionRatio2}# seconds
SKILL_20150729_004956	Maximum Duration: 10 seconds{nl}Consumes #{CaptionRatio}#% SP per second
SKILL_20150729_004957	HP recovery: +#{CaptionRatio}#{nl}HP Recovery Time: -#{CaptionRatio2}# seconds{nl}Torch Duration: #{CaptionTime}# seconds
SKILL_20150729_004958	Maximum Amount: +#{SkillFactor}#{nl}Duration: 200 seconds
SKILL_20150729_004959	Maximum Duration: 20 seconds {nl}Consumes #{CaptionRatio}#% SP per second
SKILL_20150729_004960	攻擊: #{SkillAtkAdd}#{nl}Attribute 傷害: #{CaptionRatio}#%{nl}Maximum Number of Targets: #{CaptionRatio2}#
SKILL_20150729_004961	{memo X}$STR, CON, INT, SPR, DEX: -#{CaptionRatio}#{nl}Consumes 3% SP per 3 seconds{nl}Maximum Duration: 10 seconds
SKILL_20150729_004962	Transmits #{CaptionRatio}# of INT
SKILL_20150729_004963	魔法 Circle Duration: #{CaptionTime}# seconds
SKILL_20150729_004964	{memo X}$攻擊: #{SkillAtkAdd}#{nl}Attribute 攻擊: #{CaptionRatio}#%{nl}Consumes 1 Stamina
SKILL_20150729_004965	攻擊: #{SkillAtkAdd}#{nl}Attribute 傷害: #{CaptionTime}#%{nl}Consumes #{CaptionRatio2}# silver
SKILL_20150729_004966	轉換 enemy's drop item. Notify when item is 轉換.
SKILL_20150729_004967	Chagen drop item{nl}Master Lv 1
SKILL_20150729_004968	All 防禦 lost, 物理 DEF is 0
SKILL_20150729_004969	楔形陣
SKILL_20150729_004970	Skiltron
SKILL_20150729_004971	Testudo.
SKILL_20150729_004972	Tersio Formation.
SKILL_20150729_004973	方陣 Formation.
SKILL_20150729_004974	Periodi呼喚y receive 毒 傷害
SKILL_20150729_004975	Electric Shock
SKILL_20150729_004976	Periodi呼喚y receive 雷 傷害
SKILL_20150729_004977	物理 DEF, 魔法 DEF decreases
SKILL_20150729_004978	MP decreases
SKILL_20150729_004979	傷害 taken increase
SKILL_20150729_004980	Gather plants
SKILL_20150729_004981	Lunacy
SKILL_20150729_004982	Release Lunacy
SKILL_20150729_004983	物理 ATK 增加, Movement Speed 增加, 物理 DEF decreases
SKILL_20150729_004984	Enemy cannot jump when attacked with [頭骨搖晃].
SKILL_20150729_004985	火焰附魔: 火屬性 Resistance Decrease
SKILL_20150729_004986	Decreases the 火屬性 resistance of nearby enemies when using [火焰附魔] by 10% for 5 seconds per attribute 等級.
SKILL_20150729_004987	[時間暫停] can also 時間暫停 boss monsters but once released, it will not be 時間暫停ped again.
SKILL_20150729_004988	治療: Remove 傷害
SKILL_20150729_004989	[治療] will not inflict 傷害 and react to enemies.
SKILL_20150729_004990	增加 the range of [祈禱] to 80.
SKILL_20150729_004991	增加 the maximum number of zombies from [製造殭屍] by 1.
SKILL_20150730_004992	Summons a devil from the 卡片 placed in the Grimoire. The 攻擊 and 防禦 of the summoned devil is affected by your INT and SPR. 增加 the abilities by 10% proportional to the amount of stars of the 卡片. Only Devil-type 卡片s can be placed in the Grimoire.
SKILL_20150730_004993	Creates a Shoggoth based on the 卡片 inserted in the Necronomicon. The 攻擊 and 防禦 of the summoned devil is affected by your INT and SPR. 增加 the abilities by 10% proportional to the amount of stars of the 卡片. Only Animal, Plant and Mutant-type 卡片s can be placed in the Necronomicon.
SKILL_20150730_004994	Your companion bites and 待命s onto a target. Decreases the 物理 防禦 of the bitten target. You receive a critical 機率 bonus against the target.
SKILL_20150730_004995	物理 防禦: -#{CaptionRatio}# {nl}Additional Critical 機率: 30%{nl}Duration: #{CaptionTime}# seconds
SKILL_20150803_004996	快速詠唱
SKILL_20150803_004997	{#DD5500}{ol}[物理] - [Missile]{/}{/}{nl}Kneel to increase focus. 增加 your 攻擊, range and 攻擊 speed.
SKILL_20150803_004998	物理 傷害: +#{CaptionRatio}#{nl} Range: +#{CaptionRatio2}# 攻擊 speed: +#{CaptionTime}#
SKILL_20150803_004999	攻擊: #{SkillAtkAdd}#{nl}Attribute 傷害: #{CaptionRatio}#%{nl}Number of Caltrops: #{CaptionRatio2}#{nl}Caltrop Duration: #{CaptionTime}# seconds
SKILL_20150803_005000	攻擊: 150% +#{SkillAtkAdd}#{nl}Attribute 傷害: #{CaptionRatio}#%{nl}{#339999}{ol}[Stun]{/}{/} Duration: #{CaptionTime}# seconds{nl}Consumes 1 Stone Bullet
SKILL_20150803_005001	攻擊: #{SkillAtkAdd}#{nl}Attribute 傷害: #{CaptionRatio}#%{nl}Trap Duration: 15seconds{nl}Consumes 3 Ash Wood
SKILL_20150803_005002	Maximum Duration: #{CaptionRatio}# seconds
SKILL_20150803_005003	Creates a 魔法 circle that 浮空s a dead enemy as a zombie. The HP of the 浮空d zombie is based on the caster's SPR.
SKILL_20150803_005004	{memo X}$Maximum HP: +#{CaptionRatio}#{nl}Movement Speed: +#{CaptionRatio2}#% Duration: #{CaptionTime}# seconds{nl}Glyph Duration: 15 seconds
SKILL_20150803_005005	STR: +#{CaptionRatio}#{nl}Duration: #{CaptionRatio2}#{nl}Glyph Duration: 15 seconds
SKILL_20150803_005006	Attribute 傷害: #{CaptionRatio2}#%{nl}Additional 傷害 to Plant-type monsters: +#{CaptionRatio}#{nl}Drop rate for statue materials: #{CaptionTime}#%
SKILL_20150803_005007	Can use monster's skill{nl}Maximum Duration: #{CaptionTime}# seconds
SKILL_20150803_005008	釘草人 強化
SKILL_20150803_005009	增加 the 攻擊 bonus of 釘草人
SKILL_20150803_005010	增加 the additional 傷害 of [集中] by 2 per attribute 等級.
SKILL_20150803_005011	Your 迴避 and 魔法 防禦 增加 by 5% per attribute 等級 when using [長矛突刺].
SKILL_20150803_005012	Enemies hit by [刺擊] will be affected by [Bleeding] for 6 seconds with a 2% 機率. The bleeding 傷害 is proportional to the character's 物理 攻擊. 
SKILL_20150803_005013	增加 the 物理 傷害 increase effect of [戰吼] by 3 per attribute 等級. (This attribute only applies after the enemy's 防禦 is decreased.)
SKILL_20150803_005014	增加 the 攻擊 increase effect of [左臂強化] by 3 per attribute 等級.
SKILL_20150803_005015	增加 the 防禦 and 攻擊 increase effect of [右臂強化] by 3 per attribute 等級.
SKILL_20150803_005016	增加 the INT increase effect of [大腦強化] by 2 per attribute 等級.
SKILL_20150803_005017	增加 the 物理 傷害 increase effect of [跪射] by 1 per attribute 等級.
SKILL_20150803_005018	增加 the additional 傷害 effect of [Steady Aim] by 2 per attribute 等級.
SKILL_20150803_005019	Adds the 防禦 decrease effect of [破防領域] by 1 per attribute 等級. (This attribute is applied after the overlapping calculation.
SKILL_20150803_005020	增加 the HP recovery of [祭壇] by 1.5 per attribute 等級.
SKILL_20150803_005021	增加 the additional 傷害 of [祝福] by 2 per attribute 等級.
SKILL_20150803_005022	增加 the 機率 of obtaining materials for [雕刻攻擊] by 1% per attribute 等級.
SKILL_20150803_005023	增加 the HP recovery effect of [恢復] by 2 per attribute 等級.
SKILL_20150803_005024	Lv3 祝福 需求
SKILL_20150803_005025	Lv3 Steady Aim 需求
SKILL_20150803_005026	Lv3 集中 需求
SKILL_20150804_005027	Switch into the Window stance to 攻擊. 增加 Critical Rate and Block, but decreases 迴避.
SKILL_20150804_005028	{memo X}$Critical Rate + #{CaptionRatio}#%{nl}Block + #{SkillFactor}#%{nl}迴避 - #{CaptionRatio2}# {nl} Duration #{CaptionTime}# sec
SKILL_20150804_005029	Your 攻擊s are guaranteed to hit, increasing your Critical Rate and Critical Resistance.
SKILL_20150804_005030	Critical Rate + #{CaptionRatio}#%{nl}Critical Resistance + #{CaptionRatio}#%{nl}Duration #{CaptionTime}# sec
SKILL_20150804_005031	{memo X}$攻擊 300% + #{SkillAtkAdd}#{nl}Attribute 傷害 #{CaptionRatio}#%{nl}Casting Time #{CaptionTime}# sec{nl}AoE 攻擊 Ratio #{SkillSR}#
SKILL_20150804_005032	{#DD5500}{ol}[物理] - [毒] - [刺擊]{/}{/}{nl}Launches a contagious 毒ous arrow. 毒 spreads through the target whenever it gets attacked. 
SKILL_20150804_005033	{#DD5500}{ol}[物理] - [刺擊]{/}{/}{nl} Launches an arrow that explodes on enemy impact in a cross.
SKILL_20150804_005034	攻擊 250% + #{SkillAtkAdd}#{nl}Attribute 傷害 #{CaptionRatio}#%{nl}AoE 攻擊 Ratio #{SkillSR}#
SKILL_20150804_005035	Reflect #{CaptionRatio}#% of the target's 物理 攻擊{nl}Maximum Duration #{CaptionTime}# sec{nl}Range projectile, 魔法 防禦 not possible
SKILL_20150804_005036	蓄力一擊: Remove Knockback
