
QUEST_LV_0100_20150317_000001	哨兵
QUEST_LV_0100_20151001_008724	I feel lucky to have met you among the many Revelators. {nl}You saved the world, right?
QUEST_LV_0100_20151001_008725	I hope you stay safe, more than anything. {nl}May the Goddess bless you!
QUEST_LV_0100_20151001_008726	Uh... Is that an army note? {nl}
QUEST_LV_0100_20151001_008727	Right. Those belong to my colleagues. {nl}I don't know when it would be, but I want to send their keepsakes back to their hometown someday.
QUEST_LV_0100_20151001_008728	Speaking of which, could you give me that army note?
QUEST_LV_0100_20151001_008729	Hopefully, I will be able to return to hometown together with the keepsakes of my colleagues. {nl}And my colleagues would surely want that too.
QUEST_LV_0100_20151001_008730	I will surely bring it back to hometown. {nl}My fellows will want that too.
QUEST_LV_0100_20151001_008731	Come to think of it, there was a Goddess's divine object in Sielva Prayer Room. {nl}I think offering a prayer to that divine object will give us some answers. {nl}
QUEST_LV_0100_20151001_008732	The dead ones that wake up again are the problems. {nl}Why don't we purify them and keep them from waking up. {nl}
QUEST_LV_0100_20151001_008733	We break their coffin before they wake up. {nl}Even for the dead ones, it will be better than forcibly waking up. {nl}What do you think? Will you help?
QUEST_LV_0100_20151001_008734	You must be careful not to open the coffin lid when you break the coffin. {nl}When the coffin opens, the dead will jump out and attack.
QUEST_LV_0100_20151001_008735	Good work. {nl}I'm sure they will also 謝謝你 for making them rest in peace. {nl}
QUEST_LV_0100_20151001_008736	The problem is that divine object. {nl}I can't approach anywhere near it because of the barrier.
QUEST_LV_0100_20151001_008737	Maybe the gravekeeper would know something about the divine object and the barrier...{nl}But the gravekeeper doesn't like me. We had a thing in the past. {nl}
QUEST_LV_0100_20151001_008738	I met the gravekeeper while working on purifying in the name of the Goddess. {nl}I was actually helping the gravekeeper but he was really mad about it. {nl}
QUEST_LV_0100_20151001_008739	The gravekeeper stands at the end of Vevapi Aisle. {nl}Can you ask him about the divine object of the Goddess for me?
QUEST_LV_0100_20151001_008740	A divine object of the Goddess? {nl}What. Are you in a team with that rude 邪靈祭司? {nl}
QUEST_LV_0100_20151001_008741	Get out of this grave site. {nl}Just thinking about that 邪靈祭司 brings back my anger. {nl}
QUEST_LV_0100_20151001_008742	That 邪靈祭司 went around breaking the coffins of the dead saying they rise back! {nl}I don't understand how he can do such a thing with a sane mind!
QUEST_LV_0100_20151001_008743	Divine object that you can't even approach... {nl}I understand if they block the monsters or demons from getting close to it but even humans, that I don't understand.
QUEST_LV_0100_20151001_008744	The people from Tree Order or something were here first before that 邪靈祭司 Juta guy. {nl}They claimed that they were officially acknowledged by Goddess Zemyna or something? {nl}
QUEST_LV_0100_20151001_008745	They said they'd carry out the will of the Goddess Zemyna since this land was blessed by her. {nl}How could I have stopped that. {nl}
QUEST_LV_0100_20151001_008746	But since their arrival, the dead started to rise again. {nl}If that was on purpose, there couldn't have been an insult worse than that! {nl}
QUEST_LV_0100_20151001_008747	That was giving me a headache already then some 邪靈祭司 comes along breaking the coffins. {nl}Breaking the coffins to purify the dead does not show any respect for the dead!
QUEST_LV_0100_20151001_008748	That is not important. {nl}I want to calm all this fuss as soon as possible. {nl}
QUEST_LV_0100_20151001_008749	If you help me, then I will believe you that the 邪靈祭司 didn't come here with bad intentions. {nl}
QUEST_LV_0100_20151001_008750	Burying it back on the ground is not all. {nl}Pay respect to the dead using this match and cremate their bodies.
QUEST_LV_0100_20151001_008751	What are you waiting for! Move quickly! {nl}I cannot.. handle it anymore.
QUEST_LV_0100_20151001_008752	Sorry for being sharp a while ago. I was a bit sensitive. {nl}Actually, having to point the blades to people whom I should take care of as a gravekeeper is not something I am comfortable with. {nl}
QUEST_LV_0100_20151001_008753	謝謝你 for giving them peace for me.
QUEST_LV_0100_20151001_008754	Anyway, I know of the divine object of the Goddess that the 邪靈祭司 mentioned.{nl}Those guys from Tree of Truth order made it one day. {nl}
QUEST_LV_0100_20151001_008755	Maybe that is why the dead rose... {nl}I had my suspicions but I couldn't approach it either. {nl}
QUEST_LV_0100_20151001_008756	Ah! That's right. {nl}Since long time ago, some 邪靈祭司 or Necromancer not in their sane minds used to come here secretly. {nl}They used to do insane experiments on the dead who are rested in here. {nl}
QUEST_LV_0100_20151001_008757	So my father learned how to make 薩滿 dolls from the guards nearby 克萊佩達. {nl}He said if you put spells on the 薩滿 dolls, it finds the power that messes with the grave and destroys it or something? {nl}
QUEST_LV_0100_20151001_008758	There is a box in Kansias Stone Chamber with my father's belongings. {nl}There should be a 薩滿 doll in it. {nl}I don't think I can.. make it through the bodies.
QUEST_LV_0100_20151001_008759	Our family has been gravekeepers for generations. {nl}My father passed away during the disaster on Medis Diena so I took his place since then. {nl}
QUEST_LV_0100_20151001_008760	I only learned over hid shoulders... {nl}But I am the gravekeeper of this place now.
QUEST_LV_0100_20151001_008761	Right! This is it.{nl}It wasn't used for a long time, but it should work well since father made it.
QUEST_LV_0100_20151001_008762	Done. Now go to the divine object. {nl}If that divine object is the reason behind the dead rising here, the 薩滿 doll will break the barrier and destroy the divine object.
QUEST_LV_0100_20151001_008763	It's the 薩滿 doll that father used. {nl}If we do as my father used to do, then nothing will go wrong. Just as my father used to do...
QUEST_LV_0100_20151001_008764	If the 薩滿 doll attacked the divine object, then it means it detected an eveil enery. {nl}But the 薩滿 doll was the one destroyed... {nl}
QUEST_LV_0100_20151001_008765	Anyway, if the barrier broke, then your friend 邪靈祭司 must be able to identify it. {nl}What about going back to that 邪靈祭司 and asking him?
QUEST_LV_0100_20151001_008766	Huh? You really broke the barrier? {nl}See, I knew the gravekeeper would help. {nl}
QUEST_LV_0100_20151001_008767	Actually, I was a but suspicious myself. {nl}I felt a bad aura from the barrier considering that it was something that covered the divine object of the Goddess.
QUEST_LV_0100_20151001_008768	Anyway, since the barrier is now broken, let's go together. {nl}If it really is a divine object of the Goddess, then it will react to the prayer for the Goddess. {nl}
QUEST_LV_0100_20151001_008769	Will you go ahead first? {nl}I will follow as soon as I'm ready for the prayer.
QUEST_LV_0100_20151001_008770	A 薩滿 doll.. Evil energy... It really is suspicious.
QUEST_LV_0100_20151001_008771	謝謝你 for saving me. I almost went to the Goddess. {nl}I guess it is a lie that it was a divine object of the Goddess. {nl}
QUEST_LV_0100_20151001_008772	The object of the Goddess would not summon such a monster. {nl}I smell something fishy with that Tree of Truth order.
QUEST_LV_0100_20151001_008773	Since the object here was not real, now we must find the trace of Goddess Zemyna from somewhere else. {nl}It's ok. If something like this makes me frustrated, then I would not have kept my journey until here. {nl}
QUEST_LV_0100_20151001_008774	But before I leave, I must help the gravekeeper and keep the fuss down. {nl}Now that the evil object is gone, my abilities will help keep this place calm. {nl}
QUEST_LV_0100_20151001_008775	I want to show my sincerity to the gravekeeper, but the image of him being angry at me holds me back. {nl}If you're on the way to the gravekeeper, can you send him my sincerity as well?
QUEST_LV_0100_20151001_008776	No wonder. That object wasn't that of the Goddess. {nl}Using the name of the Goddess into tricks like this. They have crossed the line. {nl}
QUEST_LV_0100_20151001_008777	I want to go and make them pay for it right away. {nl}But as a gravekeeper, keeping this place secure comes first. {nl}
QUEST_LV_0100_20151001_008778	Was that 邪靈祭司's name Juta? {nl}His ability powers will be of much help. {nl}
QUEST_LV_0100_20151001_008779	The Tree of Truth order went in to the Kalail Mausoluem. {nl}They said they will find something to carry out their order or something...{nl}
QUEST_LV_0100_20151001_008780	If ever you go to Kalail Mausoleum, be careful about them. {nl}No matter how much I think about it, they are not in their right minds. {nl}
QUEST_LV_0100_20151001_008781	If this is not it either, I can't help but be exhausted. {nl}Where do you think Goddess Zemyna has gone?
QUEST_LV_0100_20151001_008782	Oh my god, the Divine Tree! {nl}The Divine Tree answered my prayers and sent someone to save me!{nl}
QUEST_LV_0100_20151001_008783	謝謝你. I thought death is the only option for me. {nl}I am Gintas, a follower of the Tree of Truth order. {nl}
QUEST_LV_0100_20151001_008784	We, the Tree of Truth order, believe in the Divine Tree that stands tall in the kingdom. {nl}The Divine Tree is punishing the foolish people whose greed are soaring up high. {nl}
QUEST_LV_0100_20151001_008785	Our order will be the appointed ones of the Divine Tree and guide the world in opening a new age. {nl}Right. Are you interested in joining our order? {nl}
QUEST_LV_0100_20151001_008786	You are really strong, just as someone sent by the Divine Tree should be. {nl}Such strength should be used for something bigger.
QUEST_LV_0100_20151001_008787	I am collecting the spirit of the dead that rose back, as the order told me to. {nl}Margiris can read the memories of the dead when they were alive from the spirit stones.
QUEST_LV_0100_20151001_008788	She find the sins of the dead from their memories and forgives it to purify the sins in this world. {nl}
QUEST_LV_0100_20151001_008789	But I seem to have sprained my ankle while running away from the dead. I can't walk. {nl}Can you help me by any chance?
QUEST_LV_0100_20151001_008790	I'm sure my prayers reached the Divine Tree to send you here. {nl}
QUEST_LV_0100_20151001_008791	Brother. {nl}By this, your sins have become lighter.
QUEST_LV_0100_20151001_008792	There is something you need to help us with. {nl}Think of it as a test and do your best. {nl}
QUEST_LV_0100_20151001_008793	Carrying out sacred missions can get you to some trouble like just a while ago. {nl}You can also lose your life. {nl}
QUEST_LV_0100_20151001_008794	Bodies of followers are brought to Seima Stone Chamber and their sins are purified. {nl}But because of Margiris' sacred abilities, some actually get their life back. {nl}
QUEST_LV_0100_20151001_008795	The followers who rise back can't throw away their regrets in life and keep roaming around this place. {nl}Please use this flint to cremate the regrets and souless bodies of the dead.
QUEST_LV_0100_20151001_008796	Margiris told us salvation is not something we can get so easily. {nl}
QUEST_LV_0100_20151001_008797	This work purifies the sins of the foolish as well as ours. {nl}Those who die during the process is because their belief is not enough. {nl}
QUEST_LV_0100_20151001_008798	Only those who stand it will earn salvation.
QUEST_LV_0100_20151001_008799	Poor Gintas... {nl}You've stood the despair of death alone.
QUEST_LV_0100_20151001_008800	Hey. If you are thinking of joining the order, don't bother. {nl}I, myself, used to be a follower of Margiris. {nl}
QUEST_LV_0100_20151001_008801	I used to focus on purifying the sins of the dead like Gintas. {nl}I thought I would earn salvation. {nl}
QUEST_LV_0100_20151001_008802	But one day, I saw the record books of Margiris. {nl}As far as I knew, those book keep a record of the process of purifying the sins of the dead. {nl}
QUEST_LV_0100_20151001_008803	But it was actually a record of land ownership. {nl}And I also found out that he was looking for the record of the Kalail in here.
QUEST_LV_0100_20151001_008804	When I read until that part of the books, Margiris killed me.
QUEST_LV_0100_20151001_008805	Amazing. Did righteousness bring you here?{nl}Look. Defeating Margiris does not mean anything. {nl}
QUEST_LV_0100_20151001_008806	If Margiris' mission fails, the order will send someone else in here... {nl}And innnocent disciples will turn like this agian. {nl}Nothing will change.
QUEST_LV_0100_20151001_008807	If you really want to stop the order, then you need to find out their true objective. {nl}Find the record of Kalail first. {nl}You need to stop the order from getting their hands on Kalail's records.
QUEST_LV_0100_20151001_008808	What? {nl}You met a soul of follower in there? {nl}
QUEST_LV_0100_20151001_008809	Ah. I think it's the follower that I know of. {nl}It's body with regrets keeping it from leaving and just roams around. {nl}
QUEST_LV_0100_20151001_008810	But don't worry. {nl}The souls that are forgiven will soon be with the Divine Tree. {nl}
QUEST_LV_0100_20151001_008811	謝謝你 for helping until here. {nl}Here, let me give you a seal of Truth. {nl}
QUEST_LV_0100_20151001_008812	Margiris is along the way to Kalail's grave. {nl}If you bring this to him, he will acknowledge your contributions.
QUEST_LV_0100_20151001_008813	Don't tell Gintas about the story of Kalail. {nl}He won't believe it. {nl}
QUEST_LV_0100_20151001_008814	I want to save you buy I don't know how...
QUEST_LV_0100_20151001_008815	Who are you? {nl}Ah, it's the Gintas's Seal of Truth. {nl}
QUEST_LV_0100_20151001_008816	There are too many people who want to join the order for salvation. {nl}Anyway, welcome.
QUEST_LV_0100_20151001_008817	I think my ankle is getting better so a little more rest will do. {nl}Please be careful and may we meet again.
QUEST_LV_0100_20151001_008818	Sorry to ask you when you've just joined the order, but there is something we need you to do. {nl}We are cleansing the sins of those who have died here. {nl}
QUEST_LV_0100_20151001_008819	I woke the soul of Kalail. {nl}He used to take some land of the Kingdom when he was alive. {nl}
QUEST_LV_0100_20151001_008820	He was not able to let go of that even after this death. {nl}He did a document of sins somewhere in this gravesite. {nl}
QUEST_LV_0100_20151001_008821	To save his soul, we must find the hidden document and make him let go of the his regrets from the time he was alive. {nl}But there seems to be greed left in him and he won't speak up about the whereabout of the document. {nl}
QUEST_LV_0100_20151001_008822	Can you try to persuade Kalail? {nl}Since he doesn't know your face, try to act as if you're not part of the order. {nl}
QUEST_LV_0100_20151001_008823	If you find out the whereabouts of the documents, I will bless you with the grace of Divine Tree.
QUEST_LV_0100_20151001_008824	You just won't give up, do you. {nl}I don't know who you are or what you want. {nl}
QUEST_LV_0100_20151001_008825	What are you asking from me and bugging me when you don't even tell me what it is for.
QUEST_LV_0100_20151001_008826	I will understand if you play rough with him in case he doesn't listen to you.
QUEST_LV_0100_20151001_008827	What are you? {nl}Why are you disturbing other people's gravesites? {nl}
QUEST_LV_0100_20151001_008828	I have lived my life honestly.{nl}And you think I have hidden some document with the record of my sins?{nl}Stop speaking nonsense and go away!
QUEST_LV_0100_20151001_008829	If you are really on the Goddess' side, then you have no reason to stand seeing something that disgrace her name. {nl}What are you waiting for? {nl}
QUEST_LV_0100_20151001_008830	Such awful peopel. {nl}Setting that up as a sacred object... {nl}
QUEST_LV_0100_20151001_008831	I think that seal has weakend the energy of that thing. {nl}It must have thought that we're on the same side. {nl}
QUEST_LV_0100_20151001_008832	Anyway, since you've taken care of that horrible thing, I will believe what you say.
QUEST_LV_0100_20151001_008833	No wonder it was suspicious. That leader wasn't human! {nl}Right, that thing wasn't human... {nl}
QUEST_LV_0100_20151001_008834	Why are they making such a fuss in this grave. What are they after?
QUEST_LV_0100_20151001_008835	After hearing your story, it seems that they are after the ownership of the villa in Kaliss Province. {nl}There is a copy of the list of villa owners that I used to handle when I was alive. {nl}
QUEST_LV_0100_20151001_008836	They must have wanted to get their hands on that copy and use it to make false testimony claiming that the lands in Kaliss belong to them. {nl}Fortunately, it seems like they were not able to find it. {nl}
QUEST_LV_0100_20151001_008837	I suspected something like this to happen and hid the list in Seima Stone Chamber. {nl}Can you gather the scattered list of villa owners?
QUEST_LV_0100_20151001_008838	The villa ownership is supposed to be managed by the next generation of deputies... {nl}But he was not someone to be trusted so I requested that the manuscript of records be buried with me when I die in my will. {nl}
QUEST_LV_0100_20151001_008839	He may look like a good guy but he even as a public official, he had private meetings with unknown people... {nl}And I caught him forging records at one point.
QUEST_LV_0100_20151001_008840	It bring chills thinking that they could have found the records. {nl}If they are preying on each province records like this, then only Kaliss but the whole kingdom will fall under the hands of the demons soon.
QUEST_LV_0100_20151001_008841	Good thing you're her. {nl}That is the record of land owners in Kaliss province.
QUEST_LV_0100_20151001_008842	Now we have to engrave the 薩滿 doll with the energy that messes the grave. {nl}I saw the site where they cremated the dead a shile ago and there was a black crystal that I've never seen before. {nl}
QUEST_LV_0100_20151001_008843	I'm sure the black crystals are the traces of evil magic that woke up the dead. {nl}Can you get more of it from the dead that rose?
QUEST_LV_0100_20151001_008844	Ah, I will take care of the fallen dead bodies. {nl}For now there is something more important to do.
QUEST_LV_0100_20151001_008845	Yeah, this will be enough. {nl}I will prepare the 薩滿 doll right away. Hold on.
QUEST_LV_0100_20151001_008846	What? You are not a follower of that order? {nl}Are you telling me to believe you? {nl}
QUEST_LV_0100_20151001_008847	Alright. {nl}Then destroy that divine object that they claim to have received the blessings of the Goddess. {nl}
QUEST_LV_0100_20151001_008848	I have never seen a blessed diving object fume evil energy. {nl}I think that object is messing this gravesite.
QUEST_LV_0100_20151001_008849	I brought the Kaliss land owners list to my grave to stop the corruption of the next generation. {nl}But to think of it, this record has now become useless. {nl}
QUEST_LV_0100_20151001_008850	Since they will siege for this document again. {nl}
QUEST_LV_0100_20151001_008851	I will give this record to you. {nl}If you make sure destroy it, I will be able to lay in peace again. {nl}Please.
QUEST_LV_0100_20151001_008852	It doesn't make sense no matter how much I think of it. {nl}How did they find this place.
QUEST_LV_0100_20151001_008853	Villa ownership is actually a very sensitive matter so the records are not really known to public. {nl}
QUEST_LV_0100_20151001_008854	Only the current deputy knows that I have handled the records. {nl}How did they know about this place...
QUEST_LV_0100_20151001_008855	But it is strange. {nl}To have a barrier blocking people from approaching the divine object.{nl}
QUEST_LV_0100_20151001_008856	Even if it is sacred, if that is how it is, no one can approach it. {nl}I mean, it's as if it doesn't want anybody to come near it.
QUEST_LV_0100_20151001_008857	Place this Soul Stone then defeat the dead nearby.{nl}The souls of the dead will be absorbedinto this stone.{nl}
QUEST_LV_0100_20151001_008858	This cleanses the sins of the dead and yours too. {nl}Also, Margiris will be very happy about it. {nl}
QUEST_LV_0100_20151001_008859	Good luck then.
QUEST_LV_0100_20151001_008860	Ashak Underground Prison
QUEST_LV_0100_20151001_008861	I wandered through many far-seeing dreams for an answer.
QUEST_LV_0100_20151001_008862	You were at the end of it.  {nl}You are the only one who could save this world. {nl}
QUEST_LV_0100_20151001_008863	But among the rest of the revelators only you... {nl}Only you can save the world with me. {nl}
QUEST_LV_0100_20151001_008864	I will wait for you in the highest gardens.
QUEST_LV_0100_20151001_008865	I will accept the suggestion
QUEST_LV_0100_20151001_008866	I will for to the Miners' Village
QUEST_LV_0100_20151001_008867	I'll save the villagers then find the evidence of salvation
QUEST_LV_0100_20151001_008868	Ask how to enter the Crystal Mine
QUEST_LV_0100_20151001_008869	I will go get the explosives
QUEST_LV_0100_20151001_008870	Messenger Running Away
QUEST_LV_0100_20151001_008871	Following the Light
QUEST_LV_0100_20151001_008872	Owl Statue in Danger
QUEST_LV_0100_20151001_008873	Recovering the Karolis Altar (1)
QUEST_LV_0100_20151001_008874	Recovering the Karolis Altar (2)
QUEST_LV_0100_20151001_008875	Recovering the Karolis Altar (3)
QUEST_LV_0100_20151001_008876	Altar of the Forest
QUEST_LV_0100_20151001_008877	Gather the Strength of the Owl (1)
QUEST_LV_0100_20151001_008878	Gather the Strength of the Owl (2)
QUEST_LV_0100_20151001_008879	Will of the Owl
QUEST_LV_0100_20151001_008880	Energy of Karolis Spring
QUEST_LV_0100_20151001_008881	Saving Owl Leader
QUEST_LV_0100_20151001_008882	Sacred Young Tree of the Forest (1)
QUEST_LV_0100_20151001_008883	Sacred Young Tree of the Forest (2)
QUEST_LV_0100_20151001_008884	Reliable Assistant
QUEST_LV_0100_20151001_008885	Forest Corrupted by the Demons
QUEST_LV_0100_20151001_008886	Away From the Watch
QUEST_LV_0100_20151001_008887	Omnious Black Flame
QUEST_LV_0100_20151001_008888	Soul Trapping Device (1)
QUEST_LV_0100_20151001_008889	Soul Trapping Device (2)
QUEST_LV_0100_20151001_008890	Peace in the Forest
QUEST_LV_0100_20151001_008891	Evil Sanctuary
QUEST_LV_0100_20151001_008892	Story of Albinas
QUEST_LV_0100_20151001_008893	What kind of help do you need?
QUEST_LV_0100_20151001_008894	About Nestos
QUEST_LV_0100_20151001_008895	Destroy the Sanctuary of Nestos(1)
QUEST_LV_0100_20151001_008896	Checking the Sanctuary
QUEST_LV_0100_20151001_008897	Albinas was right! {nl}Looks like the monsters appeared as the sanctuary was polluted. Defeat the monsters and deteat the sanctuary!
QUEST_LV_0100_20151001_008898	Destroy the Sanctuary of Nestos(2)
QUEST_LV_0100_20151001_008899	Beginning of Doubt
QUEST_LV_0100_20151001_008900	Explain why the sanctuary was destroyed
QUEST_LV_0100_20151001_008901	About Albinas
QUEST_LV_0100_20151001_008902	Albinas is already gone!
QUEST_LV_0100_20151001_008903	Restore the Sanctuary (1)
QUEST_LV_0100_20151001_008904	Restore the Sanctuary (2)
QUEST_LV_0100_20151001_008905	I'm sorry about it
QUEST_LV_0100_20151001_008906	Restore the Sanctuary (3)
QUEST_LV_0100_20151001_008907	Meeting the Anastos
QUEST_LV_0100_20151001_008908	Do you know someone named Albinas?
QUEST_LV_0100_20151001_008909	Story of Anastos
QUEST_LV_0100_20151001_008910	Anastos and Nestos
QUEST_LV_0100_20151001_008911	Deploying Investigation guards
QUEST_LV_0100_20151001_008912	Final Conclusion (1)
QUEST_LV_0100_20151001_008913	Part where Anastos and Nestos come in conflict
QUEST_LV_0100_20151001_008914	Final Conclusion (2)
QUEST_LV_0100_20151001_008915	I will try to find it
QUEST_LV_0100_20151001_008916	About moderation and radicalism
QUEST_LV_0100_20151001_008917	Final Conclusion (3)
QUEST_LV_0100_20151001_008918	I will tell you
QUEST_LV_0100_20151001_008919	Final Conclusion (4)
QUEST_LV_0100_20151001_008920	I will go where Pavius went
QUEST_LV_0100_20151001_008921	Final Conclusion (5)
QUEST_LV_0100_20151001_008922	Recruiting New Members
QUEST_LV_0100_20151001_008923	Shake head
QUEST_LV_0100_20151001_008924	About Kedoraomer Merchants
QUEST_LV_0100_20151001_008925	Duties of Newbies
QUEST_LV_0100_20151001_008926	Setting up notice board
QUEST_LV_0100_20151001_008927	Notice board was set up properly!
QUEST_LV_0100_20151001_008928	Helping novice revelator
QUEST_LV_0100_20151001_008929	Collect Divine Object(1)
QUEST_LV_0100_20151001_008930	Collect Divine Object(2)
QUEST_LV_0100_20151001_008931	The monsters dug out where the divine objects were! {nl}Defeat the monsters and find clues of the divine object!
QUEST_LV_0100_20151001_008932	Collect Divine Object(3)
QUEST_LV_0100_20151001_008933	Restore the records of merchants(1)
QUEST_LV_0100_20151001_008934	What is a merchant record?
QUEST_LV_0100_20151001_008935	Restore the records of merchants(2)
QUEST_LV_0100_20151001_008936	Building Sanctuary (1)
QUEST_LV_0100_20151001_008937	About the Rud order
QUEST_LV_0100_20151001_008938	Building Sanctuary (2)
QUEST_LV_0100_20151001_008939	Building Sanctuary (3)
QUEST_LV_0100_20151001_008940	謝謝你
QUEST_LV_0100_20151001_008941	Building Sanctuary (4)
QUEST_LV_0100_20151001_008942	Build
QUEST_LV_0100_20151001_008943	Building Sanctuary
QUEST_LV_0100_20151001_008944	Material for compiling scripture (1)
QUEST_LV_0100_20151001_008945	I will get it
QUEST_LV_0100_20151001_008946	Material for compiling scripture (2)
QUEST_LV_0100_20151001_008947	I will make it
QUEST_LV_0100_20151001_008948	Record of Ancient Sage (1)
QUEST_LV_0100_20151001_008949	What is it?
QUEST_LV_0100_20151001_008950	Record of Ancient Sage (2)
QUEST_LV_0100_20151001_008951	Talk more about the merchants
QUEST_LV_0100_20151001_008952	Alright
QUEST_LV_0100_20151001_008953	What is it?
QUEST_LV_0100_20151001_008954	Speak about the revelation
QUEST_LV_0100_20151001_008955	How do you do that?
QUEST_LV_0100_20151001_008956	I will find it our myself
QUEST_LV_0100_20151001_008957	Go ahead first
QUEST_LV_0100_20151001_008958	How do you make a Seal of Restraint
QUEST_LV_0100_20151001_008959	I don't want to find it
QUEST_LV_0100_20151001_008960	I will go get it
QUEST_LV_0100_20151001_008961	I won't go
QUEST_LV_0100_20151001_008962	I will bring the soul
QUEST_LV_0100_20151001_008963	I won't do it
QUEST_LV_0100_20151001_008964	Bring the soul
QUEST_LV_0100_20151001_008965	Freedom (1)
QUEST_LV_0100_20151001_008966	Tell him about the souls in the warehouse
QUEST_LV_0100_20151001_008967	What should I do?
QUEST_LV_0100_20151001_008968	Freedom (2)
QUEST_LV_0100_20151001_008969	Confidence
QUEST_LV_0100_20151001_008970	Let's go check it
QUEST_LV_0100_20151001_008971	Let's go a bit later
QUEST_LV_0100_20151001_008972	Go and find the parts
QUEST_LV_0100_20151001_008973	Go to fix it
QUEST_LV_0100_20151001_008974	Do it later
QUEST_LV_0100_20151001_008975	Writing the letters
QUEST_LV_0100_20151001_008976	Magic circle has activated
QUEST_LV_0100_20151001_008977	I will do it instead
QUEST_LV_0100_20151001_008978	Go later
QUEST_LV_0100_20151001_008979	Insert source of power
QUEST_LV_0100_20151001_008980	Hand over the parts
QUEST_LV_0100_20151001_008981	Do not hand over the parts
QUEST_LV_0100_20151001_008982	Revelation of Earth Fortress
QUEST_LV_0100_20151001_008983	Activating device
QUEST_LV_0100_20151001_008984	Find it yourself
QUEST_LV_0100_20151001_008985	Identity of the old manager
QUEST_LV_0100_20151001_008986	Asking what the story is about
QUEST_LV_0100_20151001_008987	What happened?
QUEST_LV_0100_20151001_008988	Doubt
QUEST_LV_0100_20151001_008989	Don't speak nonsense
QUEST_LV_0100_20151001_008990	Shoot. I will help.
QUEST_LV_0100_20151001_008991	Let's not do dangerous stuff
QUEST_LV_0100_20151001_008992	I'm not sure
QUEST_LV_0100_20151001_008993	I will relay it
QUEST_LV_0100_20151001_008994	Let's watch the situation first
QUEST_LV_0100_20151001_008995	At the dead end (4)
QUEST_LV_0100_20151001_008996	We're almost there. Cheer up.
QUEST_LV_0100_20151001_008997	Let's rest a bit more
QUEST_LV_0100_20151001_008998	Save the person first
QUEST_LV_0100_20151001_008999	I can't help the demons
QUEST_LV_0100_20151001_009000	Tell him that you will feed him detoxifying herb
QUEST_LV_0100_20151001_009001	Look little more
QUEST_LV_0100_20151001_009002	Feeding
QUEST_LV_0100_20151001_009003	Tell him that you will take care of it
QUEST_LV_0100_20151001_009004	Tell him that the demons can't be trusted
QUEST_LV_0100_20151001_009005	Tell him that you will do it
QUEST_LV_0100_20151001_009006	Tell him that you will complete it
QUEST_LV_0100_20151001_009007	The diary fell down from the pocket of the pilgrim, Agatas
QUEST_LV_0100_20151001_009008	Tell him that you will think about it
QUEST_LV_0100_20151001_009009	About Legwyn Family
QUEST_LV_0100_20151001_009010	Tell him that you will collect the scent of the spirits
QUEST_LV_0100_20151001_009011	About the hunter of Cartas
QUEST_LV_0100_20151001_009012	Tell him that you will wake up the subordinates
QUEST_LV_0100_20151001_009013	Tell him that you will collect Wrongful Teeth
QUEST_LV_0100_20151001_009014	Tell him to wait a while
QUEST_LV_0100_20151001_009015	Putting Wrongful Teeth
QUEST_LV_0100_20151001_009016	To warm hometown
QUEST_LV_0100_20151001_009017	The ones that are disturbing the praying
QUEST_LV_0100_20151001_009018	Tell him that it's hard for you
QUEST_LV_0100_20151001_009019	Tell him that you will purify the dead ones by destroying the coffins
QUEST_LV_0100_20151001_009020	Tell him that you will search for the grave guard
QUEST_LV_0100_20151001_009021	Tell him that it will be better to untie it himself
QUEST_LV_0100_20151001_009022	Tell him that Yuta has come to look for the goddess
QUEST_LV_0100_20151001_009023	Tell him that you are not interested
QUEST_LV_0100_20151001_009024	Suspicious Sanctum (3)
QUEST_LV_0100_20151001_009025	I will take a look around
QUEST_LV_0100_20151001_009026	I will go there first
QUEST_LV_0100_20151001_009027	Talking
QUEST_LV_0100_20151001_009028	The thought that remembers the life before death
QUEST_LV_0100_20151001_009029	I will help you joining the religious body
QUEST_LV_0100_20151001_009030	I will do it if it is for the religious body
QUEST_LV_0100_20151001_009031	The leader of the religious body
QUEST_LV_0100_20151001_009032	I am looking for the corrupted acts of the religious body
QUEST_LV_0100_20151001_009033	Let's ignore since it seems you are seeing some hallucinations
QUEST_LV_0100_20151001_009034	Explaining to him what you saw
QUEST_LV_0100_20151001_009035	Interrogating the spirit
QUEST_LV_0100_20151001_009036	I will go  to Kalail
QUEST_LV_0100_20151001_009037	I will suspend it
QUEST_LV_0100_20151001_009038	I am here to find the conspiracy of the religious body of the tree of the truth
QUEST_LV_0100_20151001_009039	I won't give it to them (1)
QUEST_LV_0100_20151001_009040	I will leave since I've done my task
QUEST_LV_0100_20151001_009041	The reason why the list of garden owners is here
QUEST_LV_0100_20151001_009042	Do as you wish now
QUEST_LV_0100_20151001_009043	I won't give it to them (2)
QUEST_LV_0100_20151001_009044	I will burn them
QUEST_LV_0100_20151001_009045	It is too good to do that
QUEST_LV_0100_20151001_009046	Helping Hand
QUEST_LV_0100_20151001_009047	I am busy
QUEST_LV_0100_20151001_009048	The Mysterious Girl (1)
QUEST_LV_0100_20151001_009049	Talking about the mysterious girl
QUEST_LV_0100_20151001_009050	Reclaiming Food
QUEST_LV_0100_20151001_009051	I will retrieve the food
QUEST_LV_0100_20151001_009052	Do as you wish
QUEST_LV_0100_20151001_009053	The Mysterious Girl (2)
