ITEM_20150317_000001	空_頭盔 
ITEM_20151022_007363	오그바 장비들이 여신들에 의해 만들어졌다는 여신의 옛뜰이 과연 현재의 특정 장소인지 또한 그것이 얼마나 오래 전에 생긴 일인지는 알 수 없습니다. 다만 인간이 역사를 기록하지 전에 이루어진 일이란 설이 유력합니다.		
ITEM_20151022_007364	몇몇 사람들은 오그바 장비들이 여신의 신성력에 의해 완제품으로 만들어진 만큼 어딘가에는 극도의 신성력이 담긴 절대적인 위력을 지닌 장비가 있을 것이라 믿고 그것을 찾아내고자 했습니다. 물론 그 같은 노력은 모두 실패하였고, 단순한 소문으로라도 그러한 물건이 있는지 알 수 없었습니다. 다만 이 장갑처럼 그전에는 알려지지 않은 장비를 찾아내는 성과는 있었습니다.		
ITEM_20151022_007365	오래전 여신의 옛뜰에서 어느 여신께서 어떤 물건에 어떤 힘을 불어넣으셨는지 현재의 우리는 알 수 없습니다. 그러나 추측은 가능합니다. 이 신발은 아마도 제미나 여신의 신성이 담기지 않았을까 싶습니다.		
ITEM_20151022_007366	불평 많은 어떤 사람들은 여신들께서 이 장비에 권능을 담으실 때 다른 것보다 내구성에 힘을 주시면 좋았다고 투덜거립니다. 		
ITEM_20151022_007367	어떤 경위와 경로를 거쳐 오그바 장비들이 세상에 퍼지고 드러나게 되었는지 알 수 없습니다. 그러한 내력을 포함하기에는 매우 긴 세월이 흘렀습니다.		
ITEM_20151022_007368	신수의 날이 발생한 이래 식물을 이용해 식물을 제어하려는 시도가 이어져 왔습니다. 그러한 시도 가운데 성공한 사례를 장비에 적용한 것이 이 종류의 방어구들입니다.		
ITEM_20151022_007369	신수의 날 이후 고사리가 자신을 보호하는 물질을 분비하는 행위를 마법적으로 무기에 적용하는 일은 어려운 일입니다. 이러한 노력이 성공을 거두었다는 점에 여신께 감사를 드려야 할 것입니다.		
ITEM_20151022_007370	마법 장비를 만드는 방법은 두 가지로 나뉩니다. 초기 제조시부터 제조법에 따라 만드는 방법과 이미 만들어진 일반적인 장비에 마법을 부여하는 방식입니다. 물론 이 장비의 경우는 후자입니다.		
ITEM_20151022_007371	신수의 날 이후 폭발적으로 성장한 고사리에서 끌어낸 마력은 대개 공격적인 장비에 적용하기 쉬웠습니다. 방어구에 적용되어 효과가 변하거나 약해진 사례가 있는데 이 의복이 그런 경우입니다.		
ITEM_20151022_007372	이 장갑을 제조하기 위해 특별한 시간에 아무도 보지 못하는 곳에서 고사리가 피는 순간을 기다리는 노력이 요구됩니다. 이러한 인내와 집중력은 이 방어구가 착용자에게 정확성을 향상 시켜주는 결과로 보답됩니다. 		
ITEM_20151022_007373	신수의 날 이전의 고사리의 발화를 지켜보는 의식은 소원성취나 행운을 위한 관습으로 생각되었지만, 신수의 날 이후 인간의 모든 삶은 전과는 전혀 다른 모습으로 변했고 이제는 이러한 방어구에 마법을 부여하는 수단이 되었습니다.		
ITEM_20151022_007374	어떤 사람들은 여신들께서 이미 오래 전에 고사리에 신비한 힘을 감춰 두셨고, 그로 인해 신수의 날 이전의 고사리 관찰 의식과 이후에 그 힘을 장비에 적용하는 일이 가능했다고 생각합니다. 오래된 관습인 것을 생각하면 그간 어떤 신학자나 사제도 이 비밀한 관습에 대해 깊이 연구한 적은 없는 셈입니다.		
ITEM_20151022_007375	이 옷에는 숨겨진 형태로 고사리의 새순을 상징하는 마력 문양 코루Koru가 숨겨져 있습니다. 새순은 오래전부터 신앙적으로 큰 의미를 지닌 상징이었습니다.		
ITEM_20151022_007376	이 장갑을 구성하는 개개의 고리는 고사리의 새순이 상징하는 마법적 힘을 적용받아 만들어졌습니다. 신수의 날이 가져온 식물의 이상현상이 언젠가 사라진다면 이러한 마력이 담긴 물품들은 그때는 못만들지도 모릅니다.		
ITEM_20151022_007377	신수의 날 이후 폭발적 성장한 모든 식물들은 생명력과 원기를 흡수하는 능력을 크든 작든 지니게 되었습니다. 이러한 능력을 장비에 적용하여 대지에서 기운을 얻어내도록 하는 일은 무척 어려운 마법부여입니다.		
ITEM_20151022_007378	고사리의 특징에서 뽑아내는 마력으로 지양성과 혐광성 가운에 어느 한쪽의 성질을 지니게 할 수 있습니다. 그러나 비용과 실용성을 고려하여 암흑에 저항하도록 만들게 되고 그 반대로 만드는 일은 이론상 가능하여도 실제로 제작되지 않습니다.		
ITEM_20151022_007379	딥디르비 마스터 테슬라가 이전에 왕국 곳곳을 다니던 시절이 있었습니다. 몇몇 마법장비들은 그런 그의 행적에 연관된 이야기를 지니고 있는 경우가 있습니다. 목각의 사제인 테슬라가 어떻게 이 장갑의 제조에 영향을 미쳤는지는 확실하지 않지만 이런 전설은 사람들에게 잘 받아들여집니다.		
ITEM_20151022_007380	테슬라가 과거에 시르드겔라 숲을 지날 때 가시에 발을 찔린 일에서 이 신발이 만들어졌다는 전설이 있습니다. 그 시절에도 가시가 무성한 장소였는지 테슬라가 정말로 그런 일을 겪은 후 이런 장비를 만들었는지는 중요한 일이 아닙니다. 비록 테슬라 본인이 아직 살아있지만 그것을 물어보러 간 사람도 없었습니다.		
ITEM_20151022_007381	시르드겔라 장비는 많은 전설과 사연이 깃들어 있습니다. 어떤 전설에 따르면 이 바지는 가시나무에서 뽑은 실로 천을 짜서 만들었다고 합니다. 그 전설의 사실 여부와 상관없이 홀로 외로이 숲에서 가시나무의 실을 자아내는 소녀의 형상을 좋아하는 사람은 많습니다.		
ITEM_20151022_007382	마법물품에 붙은 사연을 좋아하는 사람들은 테슬라가 평범함 조각가에서 사제를 겸하기로 했을 때 기념으로 이 로브를 제작했다고 합니다. 시르드겔라 장비에 신비로운 사연을 붙이길 좋아하는 사람들의 심리는 연구할만한 과제입니다.		
ITEM_20151022_007383	시르드겔라 장비에 다른 어떤 마법장비보다 다채롭고 신비한 사연이 붙는 이유는 가시숲이란 특유의 환경이 영향을 미치고 있다고 봅니다. 만약 그렇다면 이런 전설적인 이야기들의 기원이 신수의 날 이후라는 말이 되니 모두 근거 없는 이야기가 되고 말지만 말입니다.		
ITEM_20151022_007384	전설에 따르면 예전에 시르드겔라 혹은 그 인근에서 실종된 병사들이 많았으며 그들을 찾는 친지들에 의해 이 신발이 만들어졌다고 합니다.		
ITEM_20151022_007385	이전부터 시르드겔라 숲에 출몰하던 야수들을 사냥하여 그 가죽을 활용하는 법이 발달하여 이 옷의 기원이 되었다고 합니다.		
ITEM_20151022_007386	오래전 시르드겔라가 신수의 날로 몬스터가 많아지기 전에도 많은 야수들이 존재하였다고 합니다. 이 장갑은 그 시절부터 존재했다고 합니다.		
ITEM_20151022_007387	워낙 여러 전승과 기원에 관한 설이 다양한 시르드겔라 장비인지라 이 역시 설이지만, 이 신발은 거친 숲을 잘 움직이기 위해 오래전부터 전통적으로 시르드겔라 지방에서 만들어져왔다고 합니다.		
ITEM_20151022_007388	현재든 과거든 지명과 무관한 기후에 필요한 마법속성이 장비에 부여된 이유는 이것이 오래전 다른 환경에서 제조되었다는 전승의 근거가 됩니다.		
ITEM_20151022_007389	필리스 글로브는 신수의 날 이전에는 지금보다 마력이 더 높은 장비였다고 합니다. 신수의 날에 3중성벽이 붕괴한 이후로 이 장비에 부여된 마법이 약해진 이유는 알려지지 않앗습니다.		
ITEM_20151022_007390	필리스 방어구들은 밀폐된 환경에서 착용자에게 쾌적함을 선사하는 특성이 있습니다. 		
ITEM_20151022_007391	3중성벽 경비병들의 정복이었던 이 장비는 군수뇌부만이 아는 비밀한 이유로 특별한 마법부여가 이루어졌습니다. 그러나 현재 3중성벽의 고위 지휘관들이 모두 사망한 상태이므로 그 이유를 알아내기는 어려울 듯합니다.		
ITEM_20151022_007392	3중성벽 경비병의 정규복장은 필요에 따라 여러가지 형태가 제조되었습니다. 이 장갑의 경우에는 예상가능한 일반적인 농성전을 대비한 장비입니다. 		
ITEM_20151022_007393	3중성벽 경비병의 정규복장은 필요에 따라 여러가지 형태가 제조되었습니다. 이 신발의 경우에는 예상가능한 일반적인 농성전을 대비한 장비입니다. 		
ITEM_20151022_007394	이 장비는 다른 필리스 장비와 달리 신수의 날 이전에는 존재하지 않았습니다. 최근의 필요에 의해 기존장비 새로운 마법속성을 부여한 것입니다.		
ITEM_20151022_007395	왕국 초기에는 3중성벽의 가장 외성의 병사들에게만 지급되었습니다. 외성이 점령당한 상황을 가정했을 때 도움이 된다고 생각했기 때문입니다. 시간이 흐르면서 농성전의 전술과 무기의 변화가 생기면서 차차 이 장비는 삼중성벽 전역에 보급되었습니다.		
ITEM_20151022_007396	3중 성벽을 비롯하여 성채를 지키는 병사들에게 가장 도움이 되는 마법속성이 부여된 장비입니다. 오랜 세월 많은 성채 수비병들이 선호하는 장비로 존재해왔습니다.		
ITEM_20151022_007397	성채 수비병, 특히 삼중성벽의 수비병 가운데 화공을 담당하는 병사들에게 지급되는 장비였습니다. 신수의 날에 지금은 폐도가 된 중심부에서 폭주하는 초목들을 성벽의 화공담당 병사들이 막을 수도 있었다는 가설은 지금도 제기되는 흥미롱둔 가설입니다.		
ITEM_20151022_007398	이상한 현상이기는 하지만, 아렐르노 남작령은 상대적으로 다른 귀족의 영지보다 마법사들의 활동이나 마법물품의 제조가 활발한 지역입니다. 이러한 현상은 신수의 날 이후 매우 증가하였으며 이 장갑 역시 그런 배경 가운데 나타났습니다.		
ITEM_20151022_007399	예나 지금이나 아렐르노 지방의 주된 산업이 농업이라는 점을 생각하면 최근 이 지역의 마법장비의 출현 증가는 설명하기 어려운 이상한 현상입니다. 아무튼 덕분에 이곳에서 전투를 하는 사람들은 이런 신발을 착용할 수 있어 덕을 보고 있습니다.		
ITEM_20151022_007400	얼핏 생각하면 최근 아렐르노 남작령에 마법사들이 많이 모여들었으니 이 옷처럼 여러 마법물품이 많이 생긴 것은 이상한 일이 아니라고 여길 수 있습니다. 그러나 이는 사실과 다르며 마법물품의 증가와 새로운 출현은 뭔가 다른 원인을 지니고 있습니다.		
ITEM_20151022_007401	어떤 마법사들은 아렐르로 지방에 새로운 마법물품이 나타난 일이 마족의 소행인지 알아내려 했으나 정확한 근거를 찾지 못했습니다. 그러나 이 장비처럼 암흑속성 저항력을 지닌 장비로 볼 때 마족기원설은 근거가 약하다는 것이 중론입니다.		
ITEM_20151022_007402	나타난 이유야 어찌되었든 아렐르노 남작령에서는 이러한 장비를 적극적으로 모아 부하들에게 지급하고 있습니다. 그탓인지 최근 아렐르노 남작령은 주민과 병사들의 마찰이 커지고 있다고 합니다. 		
ITEM_20151022_007403	아렐르노 지방이 무엇이건 외부에서 마법적인 영향을 받는다는 점은 확실합니다. 비록 대단한 마력이 붙지는 않았지만 이 신발이 그 성능과 관련없이 처음 나타난 형태의 마법부여 형식을 지녔다는 점은 명백합니다. 		
ITEM_20151022_007404	아렐르노 지방에 나타난 마법물품에 관한 또 다른 이상한 점은 이곳에 온 마법사들이 찾는 것은 그러한 마법물품이 아니라는 점입니다. 여하간 발견된 물품들은 지역 주민이나 병사들에 의해 사용되고 있습니다.		
ITEM_20151022_007405	아렐르노의 현재 영주는 강한 방어력을 지닌 이러한 장비를 더욱 강화하기 위해 마법사와 장인들을 고용하였습니다. 다만 그의 이러한 행보는 또 다른 목적을 숨기고 있다고 합니다.		
ITEM_20151022_007406	아렐르노의 영주가 단순히 마법장비를 강화하기 위해서 마법사와 장인을 고용하지 않았다면, 그가 추구하는 목표가 마법장비를 출현시킨 원인과 연관되었을 수도 있습니다.		
ITEM_20151022_007407	아렐르노 영주는 더 귀하고 강한 마법물품이 자신의 영지에서 더 나와주기를 바랍니다. 욕심탓이기도 하지만 그의 영지에서 출현한 물품을 재생산하는 일이 쉽지 않은 탓도 있습니다. 		
ITEM_20151022_007408	아렐르노 남작령의 현재 영주는 이 장비를 더 강력한 장비로 만들어 그 자신이 착용하려고 노력중입니다. 그는 이런 목적을 위해 마법사와 장인을 고용했다고 합니다.		
ITEM_20151022_007409	오랜 수행을 한 성직자들의 몸에 지니고 있던 물건에 신성력이 깃드는 사례가 있습니다. 이런 사례가 필요한 때에 발생하도록 하려는 시도가 성공하면서 현재의 페렐린 장갑이 만들어지게 되었습니다.   		
ITEM_20151022_007410	순례의 길에 도움이 되는 물품을 구하지 어려운 가난한 순례자들의 보잘것 없는 물건들에 여신의 신성력이 깃들어 새로운 능력을 보여주는 경우가 있습니다. 페렐린이란 이름이 붙은 물건이 그런 장비를 지칭합니다. 		
ITEM_20151022_007411	어떤 순례자의 물건에 어떤 보호력이 깃드는지 알 수 없습니다. 다만 법칙성은 알아내지 못했어도 일정한 규칙성은 발견되곤 합니다. 그렇지 않다면 이러한 물건들을 통칭하는 페렐린이란 이름이 나오지 않았을 것입니다.		
ITEM_20151022_007412	페렐린 물품을 만들기 위한 여러가지 실험이 행해집니다. 대표적인 것은 신성력이 생길 때까지 순례자들이 옷을 입은 채 지내는 것입니다. 결과적으로는 그렇게 한다고 신성력이 깃드는 확률이 높아지진 않았습니다. 		
ITEM_20151022_007413	순례자가 특정 물품, 예를 들어 이것처럼 장갑류를 착용하고 여러 일을 할 때 페렐린 물품이 되는 경우가 많습니다. 그러나 이 역시 장갑을 낀 채로 여러 작업을 하다보면 어느 순간 그리되어 있는 것이라 정확한 제조법이라고는 할 수 없습니다. 		
ITEM_20151022_007414	일단 순례자가 순례의 길을 걷다 그가 지닌 물품이 페렐린 물품이 된 것을 알면 다른 사람에게 주어도 효과가 사라지지 않습니다. 자신의 착용품이 페렐린 물품이 된 순례자는 계속 페렐린 물품을 만들어내곤 하지만 그 역시 확실하게 법칙성을 지니지는 않습니다.		
ITEM_20151022_007415	순례자의 경건한 생활이 여신의 권능을 사물에 깃들게 한다면, 더 심오한 능력을 지닌 물건도 만들 수 있지 않을까라는 질문과 그에 따른 시도는 지금도 지속되고 있습니다. 신수의 날 이후 힘겨워진 세상의 환경을 생각하면 당연한 일입니다.		
ITEM_20151022_007416	어째서 순례자가 아닌 한곳에 거주하고 있는 신실한 성직자들에게는 동일한 현상이 나타나지 않는지는 알 수 없습니다. 그렇다고 전혀 사례가 없는 것도 아니어서 그 불규칙성에 많은 논란이 있습니다. 이에 대한 가장 간명한 태도는 모든 것이 여신의 뜻대로 라는 태도입니다.		
ITEM_20151022_007417	어떻게 보면 당연한 일이지만, 이 페렐린 장갑은 팔라딘 출신의 순례자들에게서 자주 나타납니다.		
ITEM_20151022_007418	반드시 성직자의 경우에만 페렐린 물품이 발생하는 것은 아닙니다. 페렐린 그리브의 경우 성직자가 아닌 전사계열의 신앙인들에게서도 발생한 사례가 왕왕 있습니다.		
ITEM_20151022_007419	페렐린 장비류의 자연적 발생의 법칙성은 어쩌면 영원히 찾아내지 못할지도 모릅니다. 그러나 발현된 신성한 보호의 힘은 규칙성을 지니고 있기에 많은 사람들이 법칙성을 발견하고자하는 시도를 그치지 않고 있습니다. 		
ITEM_20151022_007420	전설에 따르면 최초로 이 페렐린 장비를 얻은 사람은 초대 팔라딘 마스터였다고 합니다. 테넷 성당에서는 이런 사소한 전승설을 확인해주지 않기 때문에 확실하지는 않습니다. 		
ITEM_20151022_007421	아가일라 플러리의 사후 현재까지 마법사의 탑에서는 여러 마법사들이 여러 이유로 많은 마법물품을 만들었습니다. 그 중 몇가지는 현재까지 사용되고 있지만, 대부분 창안자는 익명으로 남았습니다. 턴장비는 이러한 물품에 붙은 통칭입니다.		
ITEM_20151022_007422	턴 장비는 마법사의 탑을 기원으로 한다는 공통점 말고는 만들어진 시대와 사람에 아무런 공통점이 없습니다. 그저 플러리 이후 시대에 탑에서 나온 장비들을 통칭할 이름이 필요했기에 이 이름이 사용되고 있습니다. 		
ITEM_20151022_007423	어떤 턴 장비들은 그 장비가 지닌 효과의 유사성 때문에 같은 마법사에 의해 만들어졌다고 추측됩니다. 마치 턴 팬츠와 턴 로브 처럼 말입니다. 그러나 전혀 다른 시대의 다른 인물의 결과물이 우연히 같을 가능성을 배제할 수는 없습니다. 		
ITEM_20151022_007424	플러리 이후 마법사의 탑의 마법사들은 세상과 스스로 격리되어 자신들만의 실험과 연구에 몰두한 시기가 있었습니다. 이 시기에 여러 엉뚱한 발명들이 있었지만, 세상에 남은 것은 그나마 실용적인 이런 턴 글로브 입니다. 		
ITEM_20151022_007425	전하는 말에 의하면 초기에는 턴 장비에 더 굉장한 위력을 지닌 것도 있었다고 합니다. 그러나 세상에 유출되는 일을 꺼려한 마법사들이 비밀을 지킨 탓에 실물로 전하거나 제조법이 남은 것은 없습니다. 지금 남은 장비는 대체로 이 신발 수준의 마력을 지니고 있습니다.		
ITEM_20151022_007426	턴 장비는 마법사 기준으로는 일상의 필요에 의해 만들어진 경우가 많습니다. 턴 레더 팬츠는 번개를 사용하는 실험에서 마법사를 보호하기 위해 즉석에서 만들어지곤 했다고 합니다. 		
ITEM_20151022_007427	턴 장비는 마법사 기준으로는 일상의 필요에 의해 만들어진 경우가 많습니다. 턴 레더 튜닉은 번개를 사용하는 실험에서 마법사를 보호하기 위해 즉석에서 만들어지곤 했다고 합니다. 		
ITEM_20151022_007428	몇몇 턴 장비들은 마법사의 탑을 벗어나 세상에서 사용되면서 강화되거나 응용되었습니다. 이 장갑이 그러한 향상이 적용된 최초의 사례라고 알려져 있습니다.		
ITEM_20151022_007429	플러리 사후 어느 시기의 마법사들은 금속으로 실험을 많이 하여 금속장비는 만들어지지 않았습니다. 그러므로 현재의 금속제 턴장비들은 기원은 마법사에 있더라도 실질적인 창안자들은 마법사의 탑 외부의 무명의 공헌자자들에 의해 완성된 것입니다.   		
ITEM_20151022_007430	다른 금속제 턴 장비와 달리 턴 플레이트 레깅스는 마법사들에 의해 만들어지고 사용되었습니다. 마법사들이 비행을 시도할 때 사용되었다고 합니다.  		
ITEM_20151022_007431	플러리 사후 몇 십년간 마법사들은 금속으로 많은 실험을 한 때문에 재료가 부족하여 금속장비는 만들어지지 않았습니다. 그러므로 현재의 금속제 턴장비들은 기원은 마법사에 있더라도 실질적인 제조자들은 마법사의 탑 외부의 무명의 사람들입니다.   		
ITEM_20151022_007432	드루이드 마스터는 샤튼 지방 출신으로 신수의 날 이후 이 지역의 안전을 위해 노력했으며 여러 장비를 제공하거나 제조할 수 있도록 도왔습니다. 비록 전투를 하지 않는 농민이라도 이 장갑의 도움을 받은 사례가 많이 있습니다.		
ITEM_20151022_007433	단순한 애향심만이 아니라 그녀가 추진하는 자연복원계획에도 관련이 있기에 드루이드 마스터는 여러 제자를 샤튼에 보내 다양한 일을 하고 있습니다. 이 제자들이 위험에 처하지 않도록 준비한 몇가지 간단한 마법장비는 현지인들도 따라 사용하고 있습니다.		
ITEM_20151022_007434	드루이드 마스터는 샤튼의 현지인들이 그녀가 제공한 마법장비를 따라 사용하는 일에 제약을 두지 않았습니다. 따라서 근방의 주민이나 개척자들이 사용하곤 합니다. 특히 이 팬츠처럼 말입니다.		
ITEM_20151022_007435	신수의 날 이후 각 지방에 출몰하는 몬스터에게 시달리는 사람들은 쉽게 얻을 수 있는 마법방어구를 필요로 합니다. 그럼에도 여러 사정상 이러한 지원은 잘 이루어지지 않았습니다. 몬스터와 일선에서 싸우는 병사들도 구하지 못할 때가 있을 정도입니다. 드루이드 마스터가 그녀의 힘과 재원을 샤튼 지방을 위해 사용하는 일은 그런 면에서 작지만 귀한 일이라 할 수 있습니다. 		
ITEM_20151022_007436	꼭 몬스터와 싸우는 사람이 아니더라도 샤튼 장비는 이 지역 사람들의 생업에 다양한 편의를 제공합니다. 농부나 나뭇꾼이라고 하여도 정확성의 증가가 필요없지는 않기 때문입니다.  		
ITEM_20151022_007437	샤튼 지방의 개척민 가운데 일부는 이 장비를 지닌 채로 사라지기도 했습니다. 그들이 물건만 얻고 도망친 것인지 몬스터에게 해를 입고 없어진 것인지는 확실치는 않습니다. 아마 양자 모두일 것이라 생각합니다. 그래도 신발을 얻은 자 중에 그런 사람이 많은 것은 어떤 가능성을 암시합니다. 		
ITEM_20151022_007438	이 옷이 지급된 뒤 샤튼 지방 개척자들이 개척 작업 중에 화상을 입는 비율이 현저히 줄어들었습니다. 		
ITEM_20151022_007439	드루이드 마스터는 샤튼 지방의 귀족에게도 그녀의 도움을 아낌없이 주었습니다. 덕분에 샤튼의 귀족은 몬스터와 전투시에 생존율을 높일 수 있게 되었습니다. 		
ITEM_20151022_007440	몇몇 사람은 드루이드 마스터가 샤튼 지방의 귀족들에게 마법 물품을 제공하면서 아무런 제약을 걸지 않은 일은 오히려 독으로 작용할지 모른다고 우려합니다. 이 레깅스처럼 금속제는 제공할 필요가 없다는 것입니다. 그렇다고 하여도 문제는 장비가 아니라 결국 그것을 사용하는 사람들이 선용하는지 악용하는지 중요한 문제입니다.  		
ITEM_20151022_007441	어떤 이는 드루이드 마스터의 호의를 악용하는 사람이라 할지라도 몬스터로부터 인간이 보호받는 일은 무엇보다 중요하다고 생각합니다. 그런 사람은 드루이드 마스터가 이런 금속제 갑주를 제공한 일을 매우 칭찬합니다. 		
ITEM_20151022_007442	틸라 수도원은 유서깊은 신앙시설로 많은 사람들이 수도원측에 다양한 기부를 해왔습니다. 그러한 기부가 틸라 수도원 특유의 마법장비가 출현하는 기반이 되었습니다. 		
ITEM_20151022_007443	틸라 수도원 장비 가운데 일부는 최초 기증자의 허락 아래 개량되었습니다. 수도원은 이러한 장비를 독점하지 않았기 때문에 많은 사람들이 혜택을 입을 수 있었습니다. 		
ITEM_20151022_007444	틸라 수도원에 기증된 재산과 마법장비를 기반으로 만들어진 장비들은 결과적으로 인근 지역이 가시숲으로 변했을 때 사람들에게 큰 도움이 되었습니다. 물론 가장 큰 혜택을 본 사람들은 수도원의 수사들입니다. 		
ITEM_20151022_007445	틸라 수도원에 유독 기증과 기부가 많았던 것은 이 수도원이 예전부터 여러 죄를 지은 사람들에게 관대했기 때문입니다. 수도원의 전통에 따라 틸라 수도원은 신앙적 죄인이든 왕국 법률의 위반자든 징벌보다는 교화에 초첨을 두고 부드럽게 대해왔습니다. 		
ITEM_20151022_007446	소속 수도사에 엄격하고 외부인에게 관대한 틸라 수도원의 신조 덕분에 틸라 수도원은 초심을 잃지 않은 상태로 오랜 세월 성직자들의 엄격한 자급자족의 신앙공동체 역할을 해왔습니다. 따라서 몇몇 지역에서 관찰되는 유사한 사례처럼 이곳에서도 몇몇 마법장비는 전투용이 아니라 일상적인 작업에 사용되곤 했습니다. 이 장비가 그 대표적 예입니다. 		
ITEM_20151022_007447	신수의 날 이전에는 여신과 대면하는 일이 어렵지 않았습니다. 그럼에도 수치를 아는 죄인들은 틸라 수도원이 여신과 그들 사이의 창구가 되기를 바랐고, 이를 통해 감화된 많은 사람들이 수도원측에 그들의 정성을 기부하여 현재의 틸라 수도원 장비들의 기반을 만들었습니다. 		
ITEM_20151022_007448	틸라 수도원의 위치에 따른 기후 때문에 전혀 도움이 될 것 같지 않은 마법장비도 신수의 날 이후에는 이 지역에서도 필요하게 되었습니다. 이 장비가 그런 경우입니다. 		
ITEM_20151022_007449	틸라 수도원의 오랜 기부자 명단에는 왕실도 포함됩니다. 수도원측은 왕실이 하사한 마법물품도 사람들에게 유익하다면 배포에 망설이지 않아서 좋은 금속제 마법장비들을 많은 사람들이 착용할 수 있었습니다. 		
ITEM_20151022_007450	과거에 왕실이 틸라 수도원에 마법장비를 하사할 때 특별한 조건을 두지 않았기 때문에 틸라 수도원은 어떤 마법장비라도 세상에서 유용하게 쓰인다면 배포에 인색하지 않습니다. 덕분에 이전부터 많은 사람들이 이 신발의 도움을 받을 수 있었습니다. 		
ITEM_20151022_007451	틸라 수도원 인근 일대가 신수의 날 이후 가시숲이 번성하면서 이 장비의 중요성이 커졌습니다. 		
ITEM_20151022_007452	본래는 이 장비에 달린 마법력은 다른 종류였다고 합니다. 신수의 날 이후 폭주하여 성장한 가시숲 때문에 다른 속성의 마법이 부여되었다고 합니다. 		
ITEM_20151022_007453	이 의상은 지난 천 년간 거의 변함없이 이어지는 전통적 외양에 충실합니다. 		
ITEM_20151022_007454	西洋劍士 服裝		
ITEM_20151022_007455	重砲手 服裝		
ITEM_20151022_007456	쿠나이		
ITEM_20151022_007457	화염방사기		
ITEM_20151022_007458	파편 단지		
ITEM_20151022_007459	사체 파편이 +30 증가합니다. 네크로맨서 마스터에게서 구입할 수 있습니다. {nl}右鍵點擊使用.		
ITEM_20151022_007460	경험치 부스터		
ITEM_20151022_007461	캐릭터의 레벨을 170 레벨로 상승시킵니다. {nl}右鍵點擊使用.		
ITEM_20151022_007462	2階卡片		
ITEM_20151022_007463	1階職業等級直接升至LV15. 只有1階可以使用. {nl}右鍵點擊使用.		
ITEM_20151022_007464	3階卡片		
ITEM_20151022_007465	2階職業等級直接升至LV15. 只有2階可以使用. {nl}右鍵點擊使用.		
ITEM_20151022_007466	4階卡片		
ITEM_20151022_007467	3階職業等級直接升至LV15. 只有3階可以使用. {nl}右鍵點擊使用.		
ITEM_20151022_007468	5階卡片		
ITEM_20151022_007469	4階職業等級直接升至LV15. 只有4階可以使用. {nl}右鍵點擊使用.		
ITEM_20151022_007470	6階卡片		
ITEM_20151022_007471	5階職業等級直接升至LV15. 只有5階可以使用. {nl}右鍵點擊使用.		
ITEM_20151022_007472	Abomination Cube		
ITEM_20151022_007473	It seems that you are able to obtain something that is unknown.  {nl}右鍵點擊使用.		
ITEM_20151022_007474	Disgusting Deathweaver Cube		
ITEM_20151022_007475	Bleak 幻影魔 Cube		
ITEM_20151022_007476	Earth Temple Shooter Cube		
ITEM_20151022_007477	Earth Canceril Cube		
ITEM_20151022_007478	Earth Archon Cube		
ITEM_20151022_007479	Violent Cerberus Cube		
ITEM_20151022_007480	Noisy Mineloader Cube		
ITEM_20151022_007481	Kubas Cube		
ITEM_20151022_007482	Necroventer Cube		
ITEM_20151022_007483	Burning Fire Lord Cube		
ITEM_20151022_007484	Wrathful Harpeia Cube		
ITEM_20151022_007485	Glackuman Cube		
ITEM_20151022_007486	Marionette Cube		
ITEM_20151022_007487	Dullahan Cube		
ITEM_20151022_007488	Ellaganos Cube		
ITEM_20151022_007489	Shadowgaler Cube		
ITEM_20151022_007490	Archmage Fire Lord Cube		
ITEM_20151022_007491	Guard Dog Cerberus Cube		
ITEM_20151022_007492	Mineloader Cube		
ITEM_20151022_007493	Orange Harpeia Cube		
ITEM_20151022_007494	Manticen Cube		
ITEM_20151022_007495	Evil Necroventer Cube		
ITEM_20151022_007496	Molich Cube		
ITEM_20151022_007497	Devilglove Fragment		
ITEM_20151022_007498	Basic Gem Abrasive		
ITEM_20151022_007499	Intermediate Gem Abrasive		
ITEM_20151022_007500	Advanced Gem Abrasive		
ITEM_20151022_007501	卓越 Gem Abrasive		
ITEM_20151022_007502	藍色寶珠: Kepa	凱帕	
ITEM_20151022_007503	召喚一個魔物. 召喚出的魔物會幫助你戰鬥. 持續180秒. {nl}右鍵點擊使用.		
ITEM_20151022_007504	藍色寶珠: Leaf Bug	葉蟲	
ITEM_20151022_007505	藍色寶珠: Hanaming	哈那米	
ITEM_20151022_007506	藍色寶珠: Chinency	奇連西	
ITEM_20151022_007507	藍色寶珠: Infrorocktor		
ITEM_20151022_007508	藍色寶珠: Chupacabra	卓柏卡布拉	
ITEM_20151022_007509	藍色寶珠: Popolion	波波裡安	
ITEM_20151022_007510	藍色寶珠: Weaver		
ITEM_20151022_007511	藍色寶珠: Pokubu	波酷巴	
ITEM_20151022_007512	藍色寶珠: Red Kepa	紅色凱帕	
ITEM_20151022_007513	藍色寶珠: Jukopus		
ITEM_20151022_007514	藍色寶珠: Vubbe Thief		
ITEM_20151022_007515	藍色寶珠: Raflower		
ITEM_20151022_007516	藍色寶珠: Vubbe Miner		
ITEM_20151022_007517	藍色寶珠: Bat	蝙蝠	
ITEM_20151022_007518	藍色寶珠: Stone Orca		
ITEM_20151022_007519	藍色寶珠: Shredded		
ITEM_20151022_007520	藍色寶珠: Yekubite		
